jd,filter,tag,mag,emag
2459395.77,ZTF_g,P48,19.33,0.09
2459395.8,ZTF_r,P48,19.03,0.28
2459395.8,ZTF_r,P48,18.69,0.28
2459396.71,ZTF_r,P48,18.98,0.04
2459396.77,ZTF_g,P48,19.34,0.05
2459397.73,ZTF_r,P48,18.99,0.04
2459397.73,ZTF_r,P48,19.01,0.04
2459397.75,ZTF_g,P48,19.36,0.05
2459397.75,ZTF_g,P48,19.26,0.05
2459397.77,ZTF_g,P48,19.36,0.05
2459397.85,ZTF_r,P48,18.87,0.05
2459399.71,ZTF_r,P48,18.93,0.07
2459399.74,ZTF_g,P48,19.49,0.05
2459400.71,ZTF_r,P48,19.04,0.04
2459400.71,ZTF_r,P48,19.02,0.04
2459400.71,ZTF_r,P48,18.99,0.04
2459400.75,ZTF_i,P48,18.83,0.06
2459400.75,ZTF_i,P48,18.94,0.07
2459400.77,ZTF_g,P48,19.51,0.07
2459400.78,ZTF_g,P48,19.57,0.07
2459401.74,ZTF_g,P48,19.7,0.08
2459401.79,ZTF_r,P48,19.05,0.04
2459402.73,ZTF_r,P48,19.05,0.05
2459402.75,ZTF_r,P48,19.08,0.05
2459402.76,ZTF_r,P48,19.03,0.04
2459402.76,ZTF_r,P48,19.06,0.05
2459402.78,ZTF_g,P48,19.63,0.07
2459402.78,ZTF_g,P48,19.54,0.07
2459402.8,ZTF_g,P48,19.65,0.08
2459402.8,ZTF_g,P48,19.7,0.09
2459403.72,ZTF_r,P48,19.02,0.04
2459403.72,ZTF_r,P48,19.31,0.05
2459403.73,ZTF_g,P48,19.71,0.09
2459404.69,ZTF_i,P48,18.95,0.06
2459404.69,ZTF_i,P48,19.02,0.07
2459404.73,ZTF_r,P48,19.07,0.04
2459404.73,ZTF_r,P48,19.05,0.05
2459404.83,ZTF_g,P48,19.72,0.13
2459404.83,ZTF_g,P48,19.7,0.11
2459406.72,ZTF_g,P48,19.89,0.09
2459406.72,ZTF_g,P48,19.89,0.1
2459406.72,ZTF_g,P48,20.01,0.1
2459406.74,ZTF_r,P48,19.18,0.06
2459406.74,ZTF_r,P48,19.03,0.05
2459406.74,ZTF_r,P48,19.09,0.05
2459407.71,ZTF_i,P48,19.03,0.07
2459407.71,ZTF_i,P48,19.11,0.07
2459408.69,ZTF_g,P48,19.93,0.09
2459408.69,ZTF_g,P48,19.87,0.09
2459408.69,ZTF_g,P48,19.86,0.09
2459408.72,ZTF_r,P48,19.15,0.06
2459408.72,ZTF_r,P48,19.17,0.07
2459408.73,ZTF_r,P48,19.11,0.06
2459409.7,ZTF_r,P48,19.12,0.05
2459409.72,ZTF_g,P48,19.91,0.09
2459410.7,ZTF_g,P48,20.2,0.15
2459410.7,ZTF_g,P48,19.97,0.11
2459410.72,ZTF_r,P48,19.37,0.08
2459410.75,ZTF_r,P48,19.16,0.06
2459411.78,ZTF_i,P48,19.06,0.09
2459411.79,ZTF_i,P48,18.95,0.08
2459412.71,ZTF_r,P48,19.29,0.08
2459412.72,ZTF_r,P48,19.31,0.08
2459412.75,ZTF_g,P48,20.29,0.19
2459412.75,ZTF_g,P48,20.34,0.19
2459415.69,ZTF_r,P48,19.43,0.09
2459415.69,ZTF_r,P48,19.44,0.1
2459415.72,ZTF_i,P48,19.24,0.11
2459415.72,ZTF_i,P48,19.24,0.13
2459415.77,ZTF_g,P48,20.43,0.32
2459415.77,ZTF_g,P48,19.81,0.19
2459418.71,ZTF_g,P48,19.94,0.3
2459419.72,ZTF_g,P48,19.95,0.34
2459419.72,ZTF_g,P48,20.07,0.35
2459423.68,ZTF_i,P48,19.33,0.08
2459423.68,ZTF_i,P48,19.67,0.12
2459423.7,ZTF_g,P48,20.69,0.16
2459423.71,ZTF_g,P48,20.69,0.18
2459423.73,ZTF_g,P48,20.98,0.24
2459423.73,ZTF_g,P48,20.99,0.24
2459423.73,ZTF_r,P48,19.75,0.11
2459423.79,ZTF_r,P48,19.34,0.12
2459424.69,ZTF_r,P48,19.73,0.08
2459424.69,ZTF_r,P48,19.83,0.08
2459424.7,ZTF_r,P48,19.73,0.08
2459424.73,ZTF_g,P48,20.88,0.2
2459424.73,ZTF_g,P48,20.73,0.18
2459424.73,ZTF_g,P48,20.7,0.18
2459425.68,ZTF_r,P48,19.77,0.09
2459425.7,ZTF_r,P48,19.75,0.09
2459425.7,ZTF_r,P48,19.79,0.08
2459425.72,ZTF_g,P48,20.91,0.2
2459425.75,ZTF_g,P48,20.47,0.16
2459425.75,ZTF_g,P48,20.95,0.27
2459426.75,ZTF_r,P48,19.87,0.11
2459426.75,ZTF_r,P48,20.03,0.14
2459427.74,ZTF_g,P48,20.93,0.29
2459427.74,ZTF_g,P48,20.74,0.23
2459428.68,ZTF_r,P48,19.86,0.1
2459428.68,ZTF_r,P48,19.85,0.1
2459428.69,ZTF_r,P48,19.97,0.1
2459428.71,ZTF_g,P48,21.11,0.25
2459428.71,ZTF_g,P48,21.01,0.23
2459428.71,ZTF_g,P48,21.14,0.26
2459429.76,ZTF_g,P48,21.1,0.31
2459429.77,ZTF_g,P48,21.16,0.36
2459430.68,ZTF_i,P48,19.6,0.11
2459430.68,ZTF_i,P48,19.68,0.14
2459430.69,ZTF_g,P48,21.29,0.28
2459430.7,ZTF_g,P48,20.98,0.21
2459430.72,ZTF_r,P48,20.04,0.14
2459430.73,ZTF_r,P48,20.17,0.16
2459434.68,ZTF_r,P48,20.21,0.12
2459434.69,ZTF_r,P48,19.99,0.09
2459434.73,ZTF_g,P48,20.87,0.21
2459436.68,ZTF_i,P48,19.73,0.13
2459436.68,ZTF_i,P48,19.81,0.14
2459436.69,ZTF_r,P48,20.21,0.16
2459436.7,ZTF_r,P48,20.09,0.13
2459438.68,ZTF_r,P48,20.32,0.18
2459438.7,ZTF_g,P48,20.79,0.23
2459439.7,ZTF_r,P48,19.98,0.2
2459439.71,ZTF_r,P48,20.24,0.25
2459440.69,ZTF_i,P48,20.12,0.24
2459440.73,ZTF_r,P48,20.01,0.21
2459441.67,ZTF_r,P48,20.12,0.19
2459441.69,ZTF_r,P48,19.91,0.17
2459443.75,ZTF_r,P48,19.78,0.32
2459447.7,ZTF_r,P48,19.67,0.21
2459448.72,ZTF_r,P48,20.03,0.29
2459448.72,ZTF_r,P48,20.32,0.35
2459449.67,ZTF_r,P48,20.7,0.35
2459450.68,ZTF_r,P48,20.28,0.26
2459451.66,ZTF_r,P48,20.49,0.16
2459451.67,ZTF_r,P48,20.47,0.18
2459452.71,ZTF_r,P48,20.4,0.27
2459453.67,ZTF_g,P48,20.86,0.24
2459454.66,ZTF_i,P48,20.08,0.21
2459454.68,ZTF_g,P48,21.19,0.34
2459458.7,ZTF_r,P48,20.7,0.25
2459458.7,ZTF_r,P48,20.41,0.18
2459460.7,ZTF_r,P48,20.59,0.3
2459460.73,ZTF_r,P48,20.53,0.29
2459462.67,ZTF_i,P48,20.09,0.21
2459463.68,ZTF_i,P48,20.16,0.22
2459465.66,ZTF_i,P48,20.13,0.27
2459466.65,ZTF_r,P48,20.61,0.2
2459466.69,ZTF_i,P48,20.33,0.28
2459467.65,ZTF_r,P48,20.66,0.28
2459467.66,ZTF_r,P48,20.16,0.21
2459469.67,ZTF_r,P48,20.61,0.34
2459486.63,ZTF_g,P48,20.86,0.36
2459486.66,ZTF_r,P48,20.49,0.28
2459623.04,ZTF_r,P48,21.24,0.29
2459715.78,ZTF_g,P48,19.88,0.34
2459323.94,o,P48,20.66,0.25
2459369.99,c,P48,20.39,0.15
2459373.91,c,P48,20.74,0.19
2459377.87,c,P48,20.26,0.13
2459381.84,o,P48,19.92,0.21
2459382.91,o,P48,19.61,0.12
2459383.86,o,P48,19.44,0.12
2459386.03,c,P48,19.67,0.14
2459389.84,o,P48,19.27,0.12
2459391.85,o,P48,19.16,0.09
2459393.88,o,P48,19.1,0.09
2459397.86,o,P48,18.91,0.05
2459401.94,o,P48,18.99,0.05
2459403.91,c,P48,19.29,0.09
2459405.8,o,P48,19.14,0.06
2459409.82,o,P48,19.21,0.1
2459413.81,o,P48,19.32,0.14
2459415.81,o,P48,19.59,0.16
2459417.83,o,P48,19.59,0.22
2459419.85,o,P48,19.75,0.27
2459425.81,c,P48,20.21,0.14
2459426.89,c,P48,20.26,0.18
2459427.82,o,P48,20.14,0.2
2459429.84,c,P48,20.51,0.19
2459431.82,o,P48,19.83,0.15
2459433.8,c,P48,20.28,0.15
2459435.81,o,P48,20.47,0.25
2459439.78,o,P48,20.03,0.18
2459441.84,o,P48,20.27,0.23
2459445.75,o,P48,20.01,0.19
2459453.74,o,P48,20.73,0.28
2459461.77,o,P48,20.62,0.24
2459465.75,o,P48,20.93,0.33
2459739.89,o,P48,20.42,0.33
